race_id,asset_id,asset_type,fantasy_points
2025_01,alexander_albon,driver,17
2025_01,andrea_kimi_antonelli,driver,32
2025_01,carlos_sainz,driver,-19
2025_01,charles_leclerc,driver,12
2025_01,esteban_ocon,driver,8
2025_01,fernando_alonso,driver,-20
2025_01,gabriel_bortoleto,driver,-18
2025_01,george_russell,driver,25
2025_01,isack_hadjar,driver,-20
2025_01,jack_doohan,driver,-20
2025_01,lance_stroll,driver,16
2025_01,lando_norris,driver,59
2025_01,lewis_hamilton,driver,4
2025_01,liam_lawson,driver,-17
2025_01,max_verstappen,driver,29
2025_01,nico_hulkenberg,driver,20
2025_01,oliver_bearman,driver,2
2025_01,oscar_piastri,driver,10
2025_01,pierre_gasly,driver,1
2025_01,yuki_tsunoda,driver,0
2025_01,alpine,constructor,-14
2025_01,aston_martin,constructor,1
2025_01,ferrari,constructor,36
2025_01,haas,constructor,14
2025_01,kick_sauber,constructor,3
2025_01,mclaren,constructor,71
2025_01,mercedes,constructor,67
2025_01,racing_bulls,constructor,-10
2025_01,red_bull,constructor,19
2025_01,williams,constructor,10
