race_id,asset_id,asset_type,fantasy_points
2024_20,alexander_albon,driver,-18
2024_20,carlos_sainz,driver,47
2024_20,charles_leclerc,driver,35
2024_20,esteban_ocon,driver,10
2024_20,fernando_alonso,driver,-19
2024_20,franco_colapinto,driver,8
2024_20,george_russell,driver,20
2024_20,guanyu_zhou,driver,7
2024_20,kevin_magnussen,driver,15
2024_20,lance_stroll,driver,11
2024_20,lando_norris,driver,29
2024_20,lewis_hamilton,driver,24
2024_20,liam_lawson,driver,4
2024_20,max_verstappen,driver,21
2024_20,nico_hulkenberg,driver,9
2024_20,oscar_piastri,driver,26
2024_20,pierre_gasly,driver,6
2024_20,sergio_perez,driver,10
2024_20,valtteri_bottas,driver,2
2024_20,yuki_tsunoda,driver,-20
2024_20,alpine,constructor,21
2024_20,aston_martin,constructor,-5
2024_20,ferrari,constructor,82
2024_20,haas,constructor,34
2024_20,kick_sauber,constructor,10
2024_20,mclaren,constructor,73
2024_20,mercedes,constructor,54
2024_20,racing_bulls,constructor,-13
2024_20,red_bull,constructor,41
2024_20,williams,constructor,-5
