race_id,asset_id,asset_type,fantasy_points
2023_15,alexander_albon,driver,12
2023_15,carlos_sainz,driver,45
2023_15,charles_leclerc,driver,22
2023_15,esteban_ocon,driver,-13
2023_15,fernando_alonso,driver,-1
2023_15,george_russell,driver,-2
2023_15,guanyu_zhou,driver,11
2023_15,kevin_magnussen,driver,8
2023_15,lance_stroll,driver,0
2023_15,lando_norris,driver,30
2023_15,lewis_hamilton,driver,39
2023_15,liam_lawson,driver,8
2023_15,logan_sargeant,driver,6
2023_15,max_verstappen,driver,25
2023_15,nico_hulkenberg,driver,0
2023_15,oscar_piastri,driver,24
2023_15,pierre_gasly,driver,21
2023_15,sergio_perez,driver,16
2023_15,valtteri_bottas,driver,-18
2023_15,yuki_tsunoda,driver,-17
2023_15,alfa_romeo,constructor,-8
2023_15,alphatauri,constructor,-4
2023_15,alpine,constructor,13
2023_15,aston_martin,constructor,4
2023_15,ferrari,constructor,70
2023_15,haas,constructor,18
2023_15,mclaren,constructor,64
2023_15,mercedes,constructor,47
2023_15,red_bull,constructor,54
2023_15,williams,constructor,19
