race_id,asset_id,asset_type,fantasy_points
2026_06,alexander_albon,driver,9
2026_06,fernando_alonso,driver,15
2026_06,andrea_kimi_antonelli,driver,55
2026_06,oliver_bearman,driver,-19
2026_06,gabriel_bortoleto,driver,5
2026_06,valtteri_bottas,driver,-20
2026_06,franco_colapinto,driver,0
2026_06,pierre_gasly,driver,12
2026_06,isack_hadjar,driver,23
2026_06,lewis_hamilton,driver,27
2026_06,nico_hulkenberg,driver,3
2026_06,liam_lawson,driver,16
2026_06,charles_leclerc,driver,-13
2026_06,arvid_lindblad,driver,21
2026_06,lando_norris,driver,-17
2026_06,esteban_ocon,driver,12
2026_06,sergio_perez,driver,8
2026_06,oscar_piastri,driver,19
2026_06,george_russell,driver,0
2026_06,carlos_sainz,driver,-3
2026_06,lance_stroll,driver,-20
2026_06,max_verstappen,driver,-11

2026_06,alpine,constructor,17
2026_06,aston_martin,constructor,-4
2026_06,audi,constructor,21
2026_06,cadillac,constructor,-13
2026_06,ferrari,constructor,29
2026_06,haas,constructor,-8
2026_06,mclaren,constructor,17
2026_06,mercedes,constructor,70
2026_06,racing_bulls,constructor,42
2026_06,red_bull,constructor,22
2026_06,williams,constructor,9
