race_id,asset_id,asset_type,fantasy_points
2023_05,alexander_albon,driver,-1
2023_05,carlos_sainz,driver,20
2023_05,charles_leclerc,driver,16
2023_05,esteban_ocon,driver,8
2023_05,fernando_alonso,driver,25
2023_05,george_russell,driver,28
2023_05,guanyu_zhou,driver,1
2023_05,kevin_magnussen,driver,6
2023_05,lance_stroll,driver,12
2023_05,lando_norris,driver,1
2023_05,lewis_hamilton,driver,24
2023_05,logan_sargeant,driver,1
2023_05,max_verstappen,driver,64
2023_05,nico_hulkenberg,driver,4
2023_05,nyck_de_vries,driver,0
2023_05,oscar_piastri,driver,5
2023_05,pierre_gasly,driver,10
2023_05,sergio_perez,driver,28
2023_05,valtteri_bottas,driver,2
2023_05,yuki_tsunoda,driver,16
2023_05,alfa_romeo,constructor,8
2023_05,alphatauri,constructor,17
2023_05,alpine,constructor,28
2023_05,aston_martin,constructor,42
2023_05,ferrari,constructor,56
2023_05,haas,constructor,15
2023_05,mclaren,constructor,8
2023_05,mercedes,constructor,57
2023_05,red_bull,constructor,97
2023_05,williams,constructor,1
