race_id,asset_id,asset_type,fantasy_points
2025_24,alexander_albon,driver,10
2025_24,andrea_kimi_antonelli,driver,5
2025_24,carlos_sainz,driver,3
2025_24,charles_leclerc,driver,35
2025_24,esteban_ocon,driver,21
2025_24,fernando_alonso,driver,17
2025_24,franco_colapinto,driver,0
2025_24,gabriel_bortoleto,driver,6
2025_24,george_russell,driver,20
2025_24,isack_hadjar,driver,-2
2025_24,lance_stroll,driver,20
2025_24,lando_norris,driver,29
2025_24,lewis_hamilton,driver,28
2025_24,liam_lawson,driver,1
2025_24,max_verstappen,driver,46
2025_24,nico_hulkenberg,driver,24
2025_24,oliver_bearman,driver,6
2025_24,oscar_piastri,driver,28
2025_24,pierre_gasly,driver,3
2025_24,yuki_tsunoda,driver,1
2025_24,alpine,constructor,4
2025_24,aston_martin,constructor,47
2025_24,ferrari,constructor,83
2025_24,haas,constructor,34
2025_24,kick_sauber,constructor,40
2025_24,mclaren,constructor,77
2025_24,mercedes,constructor,35
2025_24,racing_bulls,constructor,6
2025_24,red_bull,constructor,52
2025_24,williams,constructor,24
