race_id,asset_id,asset_type,fantasy_points
2024_09,alexander_albon,driver,-12
2024_09,carlos_sainz,driver,-16
2024_09,charles_leclerc,driver,-16
2024_09,daniel_ricciardo,driver,9
2024_09,esteban_ocon,driver,16
2024_09,fernando_alonso,driver,14
2024_09,george_russell,driver,27
2024_09,guanyu_zhou,driver,6
2024_09,kevin_magnussen,driver,14
2024_09,lance_stroll,driver,14
2024_09,lando_norris,driver,40
2024_09,lewis_hamilton,driver,32
2024_09,logan_sargeant,driver,-19
2024_09,max_verstappen,driver,37
2024_09,nico_hulkenberg,driver,19
2024_09,oscar_piastri,driver,17
2024_09,pierre_gasly,driver,14
2024_09,sergio_perez,driver,-17
2024_09,valtteri_bottas,driver,8
2024_09,yuki_tsunoda,driver,0
2024_09,alpine,constructor,31
2024_09,aston_martin,constructor,38
2024_09,ferrari,constructor,-16
2024_09,haas,constructor,34
2024_09,kick_sauber,constructor,13
2024_09,mclaren,constructor,57
2024_09,mercedes,constructor,74
2024_09,racing_bulls,constructor,19
2024_09,red_bull,constructor,25
2024_09,williams,constructor,-26
