race_id,asset_id,asset_type,fantasy_points
2025_22,alexander_albon,driver,-17
2025_22,andrea_kimi_antonelli,driver,32
2025_22,carlos_sainz,driver,16
2025_22,charles_leclerc,driver,23
2025_22,esteban_ocon,driver,9
2025_22,fernando_alonso,driver,2
2025_22,franco_colapinto,driver,0
2025_22,gabriel_bortoleto,driver,-20
2025_22,george_russell,driver,30
2025_22,isack_hadjar,driver,16
2025_22,lance_stroll,driver,-20
2025_22,lando_norris,driver,-10
2025_22,lewis_hamilton,driver,18
2025_22,liam_lawson,driver,-1
2025_22,max_verstappen,driver,56
2025_22,nico_hulkenberg,driver,11
2025_22,oliver_bearman,driver,10
2025_22,oscar_piastri,driver,-14
2025_22,pierre_gasly,driver,-2
2025_22,yuki_tsunoda,driver,9
2025_22,alpine,constructor,3
2025_22,aston_martin,constructor,-8
2025_22,ferrari,constructor,48
2025_22,haas,constructor,24
2025_22,kick_sauber,constructor,-8
2025_22,mclaren,constructor,-34
2025_22,mercedes,constructor,77
2025_22,racing_bulls,constructor,30
2025_22,red_bull,constructor,85
2025_22,williams,constructor,9
