race_id,asset_id,asset_type,fantasy_points
2026_01,alexander_albon,driver,8
2026_01,andrea_kimi_antonelli,driver,32
2026_01,arvid_lindblad,driver,15
2026_01,carlos_sainz,driver,9
2026_01,charles_leclerc,driver,29
2026_01,esteban_ocon,driver,9
2026_01,fernando_alonso,driver,-14
2026_01,franco_colapinto,driver,6
2026_01,gabriel_bortoleto,driver,13
2026_01,george_russell,driver,39
2026_01,isack_hadjar,driver,-8
2026_01,lance_stroll,driver,-23
2026_01,lando_norris,driver,21
2026_01,lewis_hamilton,driver,25
2026_01,liam_lawson,driver,5
2026_01,max_verstappen,driver,50
2026_01,nico_hulkenberg,driver,-20
2026_01,oliver_bearman,driver,20
2026_01,oscar_piastri,driver,-14
2026_01,pierre_gasly,driver,11
2026_01,sergio_perez,driver,4
2026_01,valtteri_bottas,driver,-16
2026_01,alpine,constructor,22
2026_01,aston_martin,constructor,-38
2026_01,audi,constructor,0
2026_01,cadillac,constructor,-13
2026_01,ferrari,constructor,69
2026_01,haas,constructor,34
2026_01,mclaren,constructor,19
2026_01,mercedes,constructor,96
2026_01,racing_bulls,constructor,35
2026_01,red_bull,constructor,42
2026_01,williams,constructor,20
