race_id,asset_id,asset_type,fantasy_points
2025_23,alexander_albon,driver,5
2025_23,andrea_kimi_antonelli,driver,23
2025_23,carlos_sainz,driver,27
2025_23,charles_leclerc,driver,5
2025_23,esteban_ocon,driver,6
2025_23,fernando_alonso,driver,12
2025_23,franco_colapinto,driver,6
2025_23,gabriel_bortoleto,driver,14
2025_23,george_russell,driver,22
2025_23,isack_hadjar,driver,1
2025_23,lance_stroll,driver,2
2025_23,lando_norris,driver,25
2025_23,lewis_hamilton,driver,10
2025_23,liam_lawson,driver,11
2025_23,max_verstappen,driver,55
2025_23,nico_hulkenberg,driver,-18
2025_23,oliver_bearman,driver,-17
2025_23,oscar_piastri,driver,46
2025_23,pierre_gasly,driver,3
2025_23,yuki_tsunoda,driver,12
2025_23,alpine,constructor,14
2025_23,aston_martin,constructor,21
2025_23,ferrari,constructor,22
2025_23,haas,constructor,-5
2025_23,kick_sauber,constructor,4
2025_23,mclaren,constructor,96
2025_23,mercedes,constructor,57
2025_23,racing_bulls,constructor,22
2025_23,red_bull,constructor,67
2025_23,williams,constructor,39
