race_id,asset_id,asset_type,fantasy_points
2024_23,alexander_albon,driver,5
2024_23,carlos_sainz,driver,22
2024_23,charles_leclerc,driver,38
2024_23,esteban_ocon,driver,-13
2024_23,fernando_alonso,driver,18
2024_23,franco_colapinto,driver,-16
2024_23,george_russell,driver,25
2024_23,guanyu_zhou,driver,27
2024_23,kevin_magnussen,driver,21
2024_23,lance_stroll,driver,-14
2024_23,lando_norris,driver,25
2024_23,lewis_hamilton,driver,12
2024_23,liam_lawson,driver,3
2024_23,max_verstappen,driver,39
2024_23,nico_hulkenberg,driver,-12
2024_23,oscar_piastri,driver,36
2024_23,pierre_gasly,driver,21
2024_23,sergio_perez,driver,-15
2024_23,valtteri_bottas,driver,12
2024_23,yuki_tsunoda,driver,10
2024_23,alpine,constructor,9
2024_23,aston_martin,constructor,9
2024_23,ferrari,constructor,70
2024_23,haas,constructor,14
2024_23,kick_sauber,constructor,35
2024_23,mclaren,constructor,76
2024_23,mercedes,constructor,47
2024_23,racing_bulls,constructor,14
2024_23,red_bull,constructor,44
2024_23,williams,constructor,-12
