race_id,asset_id,asset_type,fantasy_points
2023_14,alexander_albon,driver,12
2023_14,carlos_sainz,driver,38
2023_14,charles_leclerc,driver,24
2023_14,esteban_ocon,driver,-18
2023_14,fernando_alonso,driver,5
2023_14,george_russell,driver,17
2023_14,guanyu_zhou,driver,3
2023_14,kevin_magnussen,driver,1
2023_14,lance_stroll,driver,7
2023_14,lando_norris,driver,9
2023_14,lewis_hamilton,driver,17
2023_14,liam_lawson,driver,5
2023_14,logan_sargeant,driver,3
2023_14,max_verstappen,driver,38
2023_14,nico_hulkenberg,driver,-2
2023_14,oscar_piastri,driver,15
2023_14,pierre_gasly,driver,3
2023_14,sergio_perez,driver,30
2023_14,valtteri_bottas,driver,8
2023_14,yuki_tsunoda,driver,-20
2023_14,alfa_romeo,constructor,12
2023_14,alphatauri,constructor,-12
2023_14,alpine,constructor,-16
2023_14,aston_martin,constructor,17
2023_14,ferrari,constructor,67
2023_14,haas,constructor,0
2023_14,mclaren,constructor,44
2023_14,mercedes,constructor,44
2023_14,red_bull,constructor,81
2023_14,williams,constructor,20
