race_id,asset_id,asset_type,fantasy_points
2024_15,alexander_albon,driver,-2
2024_15,carlos_sainz,driver,20
2024_15,charles_leclerc,driver,26
2024_15,daniel_ricciardo,driver,5
2024_15,esteban_ocon,driver,3
2024_15,fernando_alonso,driver,6
2024_15,george_russell,driver,13
2024_15,guanyu_zhou,driver,-2
2024_15,kevin_magnussen,driver,7
2024_15,lance_stroll,driver,1
2024_15,lando_norris,driver,56
2024_15,lewis_hamilton,driver,21
2024_15,logan_sargeant,driver,0
2024_15,max_verstappen,driver,28
2024_15,nico_hulkenberg,driver,6
2024_15,oscar_piastri,driver,20
2024_15,pierre_gasly,driver,9
2024_15,sergio_perez,driver,14
2024_15,valtteri_bottas,driver,1
2024_15,yuki_tsunoda,driver,-3
2024_15,alpine,constructor,17
2024_15,aston_martin,constructor,17
2024_15,ferrari,constructor,59
2024_15,haas,constructor,16
2024_15,kick_sauber,constructor,-2
2024_15,mclaren,constructor,81
2024_15,mercedes,constructor,39
2024_15,racing_bulls,constructor,15
2024_15,red_bull,constructor,52
2024_15,williams,constructor,-2
