race_id,asset_id,asset_type,fantasy_points
2025_17,alexander_albon,driver,13
2025_17,andrea_kimi_antonelli,driver,22
2025_17,carlos_sainz,driver,33
2025_17,charles_leclerc,driver,6
2025_17,esteban_ocon,driver,6
2025_17,fernando_alonso,driver,-3
2025_17,franco_colapinto,driver,1
2025_17,gabriel_bortoleto,driver,7
2025_17,george_russell,driver,30
2025_17,isack_hadjar,driver,4
2025_17,lance_stroll,driver,-2
2025_17,lando_norris,driver,12
2025_17,lewis_hamilton,driver,12
2025_17,liam_lawson,driver,17
2025_17,max_verstappen,driver,45
2025_17,nico_hulkenberg,driver,4
2025_17,oliver_bearman,driver,6
2025_17,oscar_piastri,driver,-16
2025_17,pierre_gasly,driver,5
2025_17,yuki_tsunoda,driver,15
2025_17,alpine,constructor,7
2025_17,aston_martin,constructor,-2
2025_17,ferrari,constructor,28
2025_17,haas,constructor,13
2025_17,kick_sauber,constructor,17
2025_17,mclaren,constructor,6
2025_17,mercedes,constructor,67
2025_17,racing_bulls,constructor,41
2025_17,red_bull,constructor,85
2025_17,williams,constructor,46
