race_id,asset_id,asset_type,fantasy_points
2025_03,alexander_albon,driver,8
2025_03,andrea_kimi_antonelli,driver,23
2025_03,carlos_sainz,driver,4
2025_03,charles_leclerc,driver,20
2025_03,esteban_ocon,driver,1
2025_03,fernando_alonso,driver,4
2025_03,gabriel_bortoleto,driver,-2
2025_03,george_russell,driver,18
2025_03,isack_hadjar,driver,8
2025_03,jack_doohan,driver,6
2025_03,lance_stroll,driver,2
2025_03,lando_norris,driver,27
2025_03,lewis_hamilton,driver,11
2025_03,liam_lawson,driver,-4
2025_03,max_verstappen,driver,36
2025_03,nico_hulkenberg,driver,1
2025_03,oliver_bearman,driver,4
2025_03,oscar_piastri,driver,24
2025_03,pierre_gasly,driver,0
2025_03,yuki_tsunoda,driver,13
2025_03,alpine,constructor,9
2025_03,aston_martin,constructor,9
2025_03,ferrari,constructor,56
2025_03,haas,constructor,10
2025_03,kick_sauber,constructor,0
2025_03,mclaren,constructor,71
2025_03,mercedes,constructor,56
2025_03,racing_bulls,constructor,14
2025_03,red_bull,constructor,46
2025_03,williams,constructor,19
