race_id,asset_id,asset_type,fantasy_points
2026_03,alexander_albon,driver,-1
2026_03,andrea_kimi_antonelli,driver,50
2026_03,arvid_lindblad,driver,1
2026_03,carlos_sainz,driver,4
2026_03,charles_leclerc,driver,31
2026_03,esteban_ocon,driver,9
2026_03,fernando_alonso,driver,4
2026_03,franco_colapinto,driver,4
2026_03,gabriel_bortoleto,driver,3
2026_03,george_russell,driver,27
2026_03,isack_hadjar,driver,5
2026_03,lance_stroll,driver,-17
2026_03,lando_norris,driver,24
2026_03,lewis_hamilton,driver,19
2026_03,liam_lawson,driver,10
2026_03,max_verstappen,driver,13
2026_03,nico_hulkenberg,driver,10
2026_03,oliver_bearman,driver,-14
2026_03,oscar_piastri,driver,43
2026_03,pierre_gasly,driver,14
2026_03,sergio_perez,driver,4
2026_03,valtteri_bottas,driver,2
2026_03,alpine,constructor,25
2026_03,aston_martin,constructor,-12
2026_03,audi,constructor,23
2026_03,cadillac,constructor,5
2026_03,ferrari,constructor,75
2026_03,haas,constructor,-4
2026_03,mclaren,constructor,72
2026_03,mercedes,constructor,92
2026_03,racing_bulls,constructor,18
2026_03,red_bull,constructor,25
2026_03,williams,constructor,9
