race_id,asset_id,asset_type,fantasy_points
2023_07,alexander_albon,driver,5
2023_07,carlos_sainz,driver,19
2023_07,charles_leclerc,driver,14
2023_07,esteban_ocon,driver,9
2023_07,fernando_alonso,driver,14
2023_07,george_russell,driver,31
2023_07,guanyu_zhou,driver,16
2023_07,kevin_magnussen,driver,9
2023_07,lance_stroll,driver,16
2023_07,lando_norris,driver,-2
2023_07,lewis_hamilton,driver,39
2023_07,logan_sargeant,driver,1
2023_07,max_verstappen,driver,46
2023_07,nico_hulkenberg,driver,3
2023_07,nyck_de_vries,driver,6
2023_07,oscar_piastri,driver,3
2023_07,pierre_gasly,driver,14
2023_07,sergio_perez,driver,27
2023_07,valtteri_bottas,driver,2
2023_07,yuki_tsunoda,driver,11
2023_07,alfa_romeo,constructor,19
2023_07,alphatauri,constructor,20
2023_07,alpine,constructor,33
2023_07,aston_martin,constructor,40
2023_07,ferrari,constructor,38
2023_07,haas,constructor,17
2023_07,mclaren,constructor,11
2023_07,mercedes,constructor,65
2023_07,red_bull,constructor,96
2023_07,williams,constructor,5
