race_id,asset_id,asset_type,fantasy_points
2023_03,alexander_albon,driver,-15
2023_03,carlos_sainz,driver,8
2023_03,charles_leclerc,driver,-15
2023_03,esteban_ocon,driver,2
2023_03,fernando_alonso,driver,23
2023_03,george_russell,driver,-7
2023_03,guanyu_zhou,driver,15
2023_03,kevin_magnussen,driver,2
2023_03,lance_stroll,driver,21
2023_03,lando_norris,driver,19
2023_03,lewis_hamilton,driver,29
2023_03,logan_sargeant,driver,5
2023_03,max_verstappen,driver,36
2023_03,nico_hulkenberg,driver,11
2023_03,nyck_de_vries,driver,3
2023_03,oscar_piastri,driver,16
2023_03,pierre_gasly,driver,1
2023_03,sergio_perez,driver,52
2023_03,valtteri_bottas,driver,12
2023_03,yuki_tsunoda,driver,7
2023_03,alfa_romeo,constructor,26
2023_03,alphatauri,constructor,13
2023_03,alpine,constructor,11
2023_03,aston_martin,constructor,54
2023_03,ferrari,constructor,3
2023_03,haas,constructor,18
2023_03,mclaren,constructor,36
2023_03,mercedes,constructor,32
2023_03,red_bull,constructor,98
2023_03,williams,constructor,-5
