race_id,asset_id,asset_type,fantasy_points
2025_21,alexander_albon,driver,19
2025_21,andrea_kimi_antonelli,driver,40
2025_21,carlos_sainz,driver,15
2025_21,charles_leclerc,driver,-2
2025_21,esteban_ocon,driver,17
2025_21,fernando_alonso,driver,2
2025_21,franco_colapinto,driver,-16
2025_21,gabriel_bortoleto,driver,-24
2025_21,george_russell,driver,31
2025_21,isack_hadjar,driver,13
2025_21,lance_stroll,driver,-1
2025_21,lando_norris,driver,49
2025_21,lewis_hamilton,driver,-11
2025_21,liam_lawson,driver,14
2025_21,max_verstappen,driver,63
2025_21,nico_hulkenberg,driver,5
2025_21,oliver_bearman,driver,30
2025_21,oscar_piastri,driver,-1
2025_21,pierre_gasly,driver,21
2025_21,yuki_tsunoda,driver,11
2025_21,alpine,constructor,12
2025_21,aston_martin,constructor,9
2025_21,ferrari,constructor,-3
2025_21,haas,constructor,54
2025_21,kick_sauber,constructor,-9
2025_21,mclaren,constructor,63
2025_21,mercedes,constructor,91
2025_21,racing_bulls,constructor,47
2025_21,red_bull,constructor,88
2025_21,williams,constructor,42
