race_id,asset_id,asset_type,fantasy_points
2023_16,alexander_albon,driver,-15
2023_16,carlos_sainz,driver,18
2023_16,charles_leclerc,driver,22
2023_16,esteban_ocon,driver,10
2023_16,fernando_alonso,driver,16
2023_16,george_russell,driver,14
2023_16,guanyu_zhou,driver,8
2023_16,kevin_magnussen,driver,4
2023_16,lance_stroll,driver,-14
2023_16,lando_norris,driver,31
2023_16,lewis_hamilton,driver,20
2023_16,liam_lawson,driver,5
2023_16,logan_sargeant,driver,-21
2023_16,max_verstappen,driver,47
2023_16,nico_hulkenberg,driver,10
2023_16,oscar_piastri,driver,35
2023_16,pierre_gasly,driver,7
2023_16,sergio_perez,driver,-11
2023_16,valtteri_bottas,driver,-17
2023_16,yuki_tsunoda,driver,2
2023_16,alfa_romeo,constructor,-10
2023_16,alphatauri,constructor,15
2023_16,alpine,constructor,20
2023_16,aston_martin,constructor,7
2023_16,ferrari,constructor,65
2023_16,haas,constructor,15
2023_16,mclaren,constructor,66
2023_16,mercedes,constructor,44
2023_16,red_bull,constructor,46
2023_16,williams,constructor,-35
