race_id,asset_id,asset_type,fantasy_points
2023_01,alexander_albon,driver,13
2023_01,carlos_sainz,driver,19
2023_01,charles_leclerc,driver,-11
2023_01,esteban_ocon,driver,-17
2023_01,fernando_alonso,driver,39
2023_01,george_russell,driver,16
2023_01,guanyu_zhou,driver,15
2023_01,kevin_magnussen,driver,8
2023_01,lance_stroll,driver,17
2023_01,lando_norris,driver,-1
2023_01,lewis_hamilton,driver,19
2023_01,logan_sargeant,driver,11
2023_01,max_verstappen,driver,35
2023_01,nico_hulkenberg,driver,-1
2023_01,nyck_de_vries,driver,8
2023_01,oscar_piastri,driver,-16
2023_01,pierre_gasly,driver,20
2023_01,sergio_perez,driver,28
2023_01,valtteri_bottas,driver,13
2023_01,yuki_tsunoda,driver,8
2023_01,alfa_romeo,constructor,31
2023_01,alphatauri,constructor,17
2023_01,alpine,constructor,8
2023_01,aston_martin,constructor,56
2023_01,ferrari,constructor,31
2023_01,haas,constructor,12
2023_01,mclaren,constructor,-16
2023_01,mercedes,constructor,45
2023_01,red_bull,constructor,78
2023_01,williams,constructor,25
