race_id,asset_id,asset_type,fantasy_points
2025_05,alexander_albon,driver,10
2025_05,andrea_kimi_antonelli,driver,15
2025_05,carlos_sainz,driver,12
2025_05,charles_leclerc,driver,25
2025_05,esteban_ocon,driver,6
2025_05,fernando_alonso,driver,7
2025_05,gabriel_bortoleto,driver,3
2025_05,george_russell,driver,16
2025_05,isack_hadjar,driver,8
2025_05,jack_doohan,driver,1
2025_05,lance_stroll,driver,1
2025_05,lando_norris,driver,36
2025_05,lewis_hamilton,driver,14
2025_05,liam_lawson,driver,5
2025_05,max_verstappen,driver,38
2025_05,nico_hulkenberg,driver,3
2025_05,oliver_bearman,driver,5
2025_05,oscar_piastri,driver,38
2025_05,pierre_gasly,driver,-17
2025_05,yuki_tsunoda,driver,-17
2025_05,alpine,constructor,-6
2025_05,aston_martin,constructor,11
2025_05,ferrari,constructor,64
2025_05,haas,constructor,12
2025_05,kick_sauber,constructor,10
2025_05,mclaren,constructor,86
2025_05,mercedes,constructor,46
2025_05,racing_bulls,constructor,18
2025_05,red_bull,constructor,21
2025_05,williams,constructor,27
