race_id,asset_id,asset_type,fantasy_points
2024_24,alexander_albon,driver,11
2024_24,carlos_sainz,driver,27
2024_24,charles_leclerc,driver,55
2024_24,fernando_alonso,driver,7
2024_24,franco_colapinto,driver,-20
2024_24,george_russell,driver,17
2024_24,guanyu_zhou,driver,8
2024_24,jack_doohan,driver,8
2024_24,kevin_magnussen,driver,13
2024_24,lance_stroll,driver,6
2024_24,lando_norris,driver,35
2024_24,lewis_hamilton,driver,33
2024_24,liam_lawson,driver,-3
2024_24,max_verstappen,driver,23
2024_24,nico_hulkenberg,driver,12
2024_24,oscar_piastri,driver,10
2024_24,pierre_gasly,driver,14
2024_24,sergio_perez,driver,-18
2024_24,valtteri_bottas,driver,-16
2024_24,yuki_tsunoda,driver,8
2024_24,alpine,constructor,27
2024_24,aston_martin,constructor,18
2024_24,ferrari,constructor,82
2024_24,haas,constructor,30
2024_24,kick_sauber,constructor,-3
2024_24,mclaren,constructor,65
2024_24,mercedes,constructor,55
2024_24,racing_bulls,constructor,11
2024_24,red_bull,constructor,15
2024_24,williams,constructor,-10
