race_id,asset_id,asset_type,fantasy_points
2023_06,alexander_albon,driver,0
2023_06,carlos_sainz,driver,6
2023_06,charles_leclerc,driver,16
2023_06,esteban_ocon,driver,32
2023_06,fernando_alonso,driver,27
2023_06,george_russell,driver,16
2023_06,guanyu_zhou,driver,11
2023_06,kevin_magnussen,driver,1
2023_06,lance_stroll,driver,-17
2023_06,lando_norris,driver,6
2023_06,lewis_hamilton,driver,28
2023_06,logan_sargeant,driver,0
2023_06,max_verstappen,driver,35
2023_06,nico_hulkenberg,driver,7
2023_06,nyck_de_vries,driver,0
2023_06,oscar_piastri,driver,4
2023_06,pierre_gasly,driver,10
2023_06,sergio_perez,driver,10
2023_06,valtteri_bottas,driver,10
2023_06,yuki_tsunoda,driver,-4
2023_06,alfa_romeo,constructor,22
2023_06,alphatauri,constructor,1
2023_06,alpine,constructor,42
2023_06,aston_martin,constructor,15
2023_06,ferrari,constructor,37
2023_06,haas,constructor,7
2023_06,mclaren,constructor,15
2023_06,mercedes,constructor,54
2023_06,red_bull,constructor,63
2023_06,williams,constructor,1
