race_id,asset_id,asset_type,fantasy_points
2025_20,alexander_albon,driver,13
2025_20,andrea_kimi_antonelli,driver,20
2025_20,carlos_sainz,driver,6
2025_20,charles_leclerc,driver,29
2025_20,esteban_ocon,driver,9
2025_20,fernando_alonso,driver,-15
2025_20,franco_colapinto,driver,4
2025_20,gabriel_bortoleto,driver,12
2025_20,george_russell,driver,23
2025_20,isack_hadjar,driver,-2
2025_20,lance_stroll,driver,14
2025_20,lando_norris,driver,36
2025_20,lewis_hamilton,driver,14
2025_20,liam_lawson,driver,-18
2025_20,max_verstappen,driver,26
2025_20,nico_hulkenberg,driver,-16
2025_20,oliver_bearman,driver,36
2025_20,oscar_piastri,driver,25
2025_20,pierre_gasly,driver,9
2025_20,yuki_tsunoda,driver,3
2025_20,alpine,constructor,14
2025_20,aston_martin,constructor,2
2025_20,ferrari,constructor,58
2025_20,haas,constructor,45
2025_20,kick_sauber,constructor,2
2025_20,mclaren,constructor,86
2025_20,mercedes,constructor,58
2025_20,racing_bulls,constructor,-10
2025_20,red_bull,constructor,36
2025_20,williams,constructor,29
