race_id,asset_id,asset_type,fantasy_points
2023_04,alexander_albon,driver,2
2023_04,carlos_sainz,driver,21
2023_04,charles_leclerc,driver,29
2023_04,esteban_ocon,driver,7
2023_04,fernando_alonso,driver,27
2023_04,george_russell,driver,25
2023_04,guanyu_zhou,driver,-10
2023_04,kevin_magnussen,driver,16
2023_04,lance_stroll,driver,18
2023_04,lando_norris,driver,0
2023_04,lewis_hamilton,driver,19
2023_04,logan_sargeant,driver,0
2023_04,max_verstappen,driver,37
2023_04,nico_hulkenberg,driver,2
2023_04,nyck_de_vries,driver,-15
2023_04,oscar_piastri,driver,8
2023_04,pierre_gasly,driver,17
2023_04,sergio_perez,driver,61
2023_04,valtteri_bottas,driver,-1
2023_04,yuki_tsunoda,driver,-13
2023_04,alfa_romeo,constructor,-10
2023_04,alphatauri,constructor,-23
2023_04,alpine,constructor,25
2023_04,aston_martin,constructor,55
2023_04,ferrari,constructor,63
2023_04,haas,constructor,17
2023_04,mclaren,constructor,23
2023_04,mercedes,constructor,49
2023_04,red_bull,constructor,108
2023_04,williams,constructor,5
