race_id,asset_id,asset_type,fantasy_points
2023_12,alexander_albon,driver,19
2023_12,carlos_sainz,driver,-8
2023_12,charles_leclerc,driver,26
2023_12,daniel_ricciardo,driver,7
2023_12,esteban_ocon,driver,23
2023_12,fernando_alonso,driver,2
2023_12,george_russell,driver,28
2023_12,guanyu_zhou,driver,18
2023_12,kevin_magnussen,driver,9
2023_12,lance_stroll,driver,12
2023_12,lando_norris,driver,15
2023_12,lewis_hamilton,driver,32
2023_12,logan_sargeant,driver,3
2023_12,max_verstappen,driver,68
2023_12,nico_hulkenberg,driver,13
2023_12,oscar_piastri,driver,-7
2023_12,pierre_gasly,driver,17
2023_12,sergio_perez,driver,7
2023_12,valtteri_bottas,driver,7
2023_12,yuki_tsunoda,driver,7
2023_12,alfa_romeo,constructor,26
2023_12,alphatauri,constructor,18
2023_12,alpine,constructor,43
2023_12,aston_martin,constructor,24
2023_12,ferrari,constructor,38
2023_12,haas,constructor,23
2023_12,mclaren,constructor,18
2023_12,mercedes,constructor,70
2023_12,red_bull,constructor,80
2023_12,williams,constructor,21
