race_id,asset_id,asset_type,fantasy_points
2025_11,alexander_albon,driver,-19
2025_11,andrea_kimi_antonelli,driver,-18
2025_11,carlos_sainz,driver,-20
2025_11,charles_leclerc,driver,25
2025_11,esteban_ocon,driver,20
2025_11,fernando_alonso,driver,12
2025_11,franco_colapinto,driver,5
2025_11,gabriel_bortoleto,driver,25
2025_11,george_russell,driver,22
2025_11,isack_hadjar,driver,6
2025_11,lance_stroll,driver,9
2025_11,lando_norris,driver,36
2025_11,lewis_hamilton,driver,22
2025_11,liam_lawson,driver,13
2025_11,max_verstappen,driver,-15
2025_11,nico_hulkenberg,driver,20
2025_11,oliver_bearman,driver,14
2025_11,oscar_piastri,driver,39
2025_11,pierre_gasly,driver,2
2025_11,yuki_tsunoda,driver,6
2025_11,alpine,constructor,17
2025_11,aston_martin,constructor,24
2025_11,ferrari,constructor,67
2025_11,haas,constructor,37
2025_11,kick_sauber,constructor,45
2025_11,mclaren,constructor,100
2025_11,mercedes,constructor,19
2025_11,racing_bulls,constructor,34
2025_11,red_bull,constructor,1
2025_11,williams,constructor,-36
