race_id,asset_id,asset_type,fantasy_points
2025_12,alexander_albon,driver,12
2025_12,andrea_kimi_antonelli,driver,-16
2025_12,carlos_sainz,driver,-1
2025_12,charles_leclerc,driver,2
2025_12,esteban_ocon,driver,4
2025_12,fernando_alonso,driver,4
2025_12,franco_colapinto,driver,-20
2025_12,gabriel_bortoleto,driver,-20
2025_12,george_russell,driver,8
2025_12,isack_hadjar,driver,-20
2025_12,lance_stroll,driver,22
2025_12,lando_norris,driver,37
2025_12,lewis_hamilton,driver,24
2025_12,liam_lawson,driver,-18
2025_12,max_verstappen,driver,21
2025_12,nico_hulkenberg,driver,45
2025_12,oliver_bearman,driver,14
2025_12,oscar_piastri,driver,38
2025_12,pierre_gasly,driver,15
2025_12,yuki_tsunoda,driver,0
2025_12,alpine,constructor,5
2025_12,aston_martin,constructor,33
2025_12,ferrari,constructor,41
2025_12,haas,constructor,25
2025_12,kick_sauber,constructor,14
2025_12,mclaren,constructor,90
2025_12,mercedes,constructor,7
2025_12,racing_bulls,constructor,-35
2025_12,red_bull,constructor,41
2025_12,williams,constructor,16
