race_id,asset_id,asset_type,fantasy_points
2025_13,alexander_albon,driver,14
2025_13,andrea_kimi_antonelli,driver,21
2025_13,carlos_sainz,driver,6
2025_13,charles_leclerc,driver,30
2025_13,esteban_ocon,driver,3
2025_13,fernando_alonso,driver,7
2025_13,franco_colapinto,driver,-2
2025_13,gabriel_bortoleto,driver,7
2025_13,george_russell,driver,19
2025_13,isack_hadjar,driver,-7
2025_13,lance_stroll,driver,9
2025_13,lando_norris,driver,39
2025_13,lewis_hamilton,driver,40
2025_13,liam_lawson,driver,9
2025_13,max_verstappen,driver,30
2025_13,nico_hulkenberg,driver,7
2025_13,oliver_bearman,driver,7
2025_13,oscar_piastri,driver,42
2025_13,pierre_gasly,driver,-14
2025_13,yuki_tsunoda,driver,0
2025_13,alpine,constructor,-13
2025_13,aston_martin,constructor,20
2025_13,ferrari,constructor,70
2025_13,haas,constructor,15
2025_13,kick_sauber,constructor,24
2025_13,mclaren,constructor,93
2025_13,mercedes,constructor,50
2025_13,racing_bulls,constructor,17
2025_13,red_bull,constructor,55
2025_13,williams,constructor,27
