race_id,asset_id,asset_type,fantasy_points
2026_04,alexander_albon,driver,20
2026_04,andrea_kimi_antonelli,driver,42
2026_04,arvid_lindblad,driver,-4
2026_04,carlos_sainz,driver,19
2026_04,charles_leclerc,driver,27
2026_04,esteban_ocon,driver,14
2026_04,fernando_alonso,driver,20
2026_04,franco_colapinto,driver,13
2026_04,gabriel_bortoleto,driver,7
2026_04,george_russell,driver,42
2026_04,isack_hadjar,driver,-16
2026_04,lance_stroll,driver,17
2026_04,lando_norris,driver,54
2026_04,lewis_hamilton,driver,20
2026_04,liam_lawson,driver,-12
2026_04,max_verstappen,driver,52
2026_04,nico_hulkenberg,driver,-29
2026_04,oliver_bearman,driver,6
2026_04,oscar_piastri,driver,41
2026_04,pierre_gasly,driver,-8
2026_04,sergio_perez,driver,19
2026_04,valtteri_bottas,driver,4
2026_04,alpine,constructor,17
2026_04,aston_martin,constructor,38
2026_04,audi,constructor,-27
2026_04,cadillac,constructor,24
2026_04,ferrari,constructor,57
2026_04,haas,constructor,23
2026_04,mclaren,constructor,110
2026_04,mercedes,constructor,104
2026_04,racing_bulls,constructor,2
2026_04,red_bull,constructor,31
2026_04,williams,constructor,42
