race_id,asset_id,asset_type,fantasy_points
2024_21,alexander_albon,driver,-15
2024_21,carlos_sainz,driver,-12
2024_21,charles_leclerc,driver,26
2024_21,esteban_ocon,driver,36
2024_21,fernando_alonso,driver,1
2024_21,franco_colapinto,driver,-10
2024_21,george_russell,driver,25
2024_21,guanyu_zhou,driver,9
2024_21,lance_stroll,driver,-18
2024_21,lando_norris,driver,24
2024_21,lewis_hamilton,driver,15
2024_21,liam_lawson,driver,9
2024_21,max_verstappen,driver,77
2024_21,nico_hulkenberg,driver,-42
2024_21,oliver_bearman,driver,14
2024_21,oscar_piastri,driver,16
2024_21,pierre_gasly,driver,30
2024_21,sergio_perez,driver,26
2024_21,valtteri_bottas,driver,-2
2024_21,yuki_tsunoda,driver,17
2024_21,alpine,constructor,71
2024_21,aston_martin,constructor,-4
2024_21,ferrari,constructor,24
2024_21,haas,constructor,-29
2024_21,kick_sauber,constructor,18
2024_21,mclaren,constructor,50
2024_21,mercedes,constructor,45
2024_21,racing_bulls,constructor,36
2024_21,red_bull,constructor,96
2024_21,williams,constructor,-20
