race_id,asset_id,asset_type,fantasy_points
2024_22,alexander_albon,driver,-16
2024_22,carlos_sainz,driver,31
2024_22,charles_leclerc,driver,28
2024_22,esteban_ocon,driver,-5
2024_22,fernando_alonso,driver,11
2024_22,franco_colapinto,driver,10
2024_22,george_russell,driver,36
2024_22,guanyu_zhou,driver,5
2024_22,kevin_magnussen,driver,5
2024_22,lance_stroll,driver,4
2024_22,lando_norris,driver,29
2024_22,lewis_hamilton,driver,46
2024_22,liam_lawson,driver,2
2024_22,max_verstappen,driver,22
2024_22,nico_hulkenberg,driver,17
2024_22,oscar_piastri,driver,22
2024_22,pierre_gasly,driver,-12
2024_22,sergio_perez,driver,18
2024_22,valtteri_bottas,driver,2
2024_22,yuki_tsunoda,driver,9
2024_22,alpine,constructor,-12
2024_22,aston_martin,constructor,14
2024_22,ferrari,constructor,72
2024_22,haas,constructor,27
2024_22,kick_sauber,constructor,8
2024_22,mclaren,constructor,66
2024_22,mercedes,constructor,82
2024_22,racing_bulls,constructor,16
2024_22,red_bull,constructor,55
2024_22,williams,constructor,-5
