race_id,asset_id,asset_type,fantasy_points
2023_02,alexander_albon,driver,-17
2023_02,carlos_sainz,driver,12
2023_02,charles_leclerc,driver,27
2023_02,esteban_ocon,driver,7
2023_02,fernando_alonso,driver,23
2023_02,george_russell,driver,18
2023_02,guanyu_zhou,driver,6
2023_02,kevin_magnussen,driver,9
2023_02,lance_stroll,driver,-14
2023_02,lando_norris,driver,7
2023_02,lewis_hamilton,driver,16
2023_02,logan_sargeant,driver,2
2023_02,max_verstappen,driver,61
2023_02,nico_hulkenberg,driver,1
2023_02,nyck_de_vries,driver,7
2023_02,oscar_piastri,driver,2
2023_02,pierre_gasly,driver,6
2023_02,sergio_perez,driver,36
2023_02,valtteri_bottas,driver,-2
2023_02,yuki_tsunoda,driver,9
2023_02,alfa_romeo,constructor,7
2023_02,alphatauri,constructor,15
2023_02,alpine,constructor,28
2023_02,aston_martin,constructor,19
2023_02,ferrari,constructor,59
2023_02,haas,constructor,13
2023_02,mclaren,constructor,14
2023_02,mercedes,constructor,44
2023_02,red_bull,constructor,95
2023_02,williams,constructor,-16
