race_id,asset_id,asset_type,fantasy_points
2024_13,alexander_albon,driver,5
2024_13,carlos_sainz,driver,17
2024_13,charles_leclerc,driver,20
2024_13,daniel_ricciardo,driver,1
2024_13,esteban_ocon,driver,7
2024_13,fernando_alonso,driver,4
2024_13,george_russell,driver,27
2024_13,guanyu_zhou,driver,0
2024_13,kevin_magnussen,driver,7
2024_13,lance_stroll,driver,9
2024_13,lando_norris,driver,28
2024_13,lewis_hamilton,driver,26
2024_13,logan_sargeant,driver,0
2024_13,max_verstappen,driver,17
2024_13,nico_hulkenberg,driver,0
2024_13,oscar_piastri,driver,46
2024_13,pierre_gasly,driver,-19
2024_13,sergio_perez,driver,20
2024_13,valtteri_bottas,driver,1
2024_13,yuki_tsunoda,driver,4
2024_13,alpine,constructor,-10
2024_13,aston_martin,constructor,23
2024_13,ferrari,constructor,47
2024_13,haas,constructor,10
2024_13,kick_sauber,constructor,2
2024_13,mclaren,constructor,74
2024_13,mercedes,constructor,58
2024_13,racing_bulls,constructor,25
2024_13,red_bull,constructor,47
2024_13,williams,constructor,9
