race_id,asset_id,asset_type,fantasy_points
2023_20,alexander_albon,driver,-11
2023_20,carlos_sainz,driver,21
2023_20,charles_leclerc,driver,-3
2023_20,daniel_ricciardo,driver,10
2023_20,esteban_ocon,driver,17
2023_20,fernando_alonso,driver,39
2023_20,george_russell,driver,1
2023_20,guanyu_zhou,driver,-11
2023_20,kevin_magnussen,driver,-21
2023_20,lance_stroll,driver,28
2023_20,lando_norris,driver,57
2023_20,lewis_hamilton,driver,13
2023_20,logan_sargeant,driver,12
2023_20,max_verstappen,driver,45
2023_20,nico_hulkenberg,driver,-1
2023_20,oscar_piastri,driver,3
2023_20,pierre_gasly,driver,24
2023_20,sergio_perez,driver,37
2023_20,valtteri_bottas,driver,-19
2023_20,yuki_tsunoda,driver,22
2023_20,alfa_romeo,constructor,-31
2023_20,alphatauri,constructor,31
2023_20,alpine,constructor,44
2023_20,aston_martin,constructor,77
2023_20,ferrari,constructor,28
2023_20,haas,constructor,-19
2023_20,mclaren,constructor,65
2023_20,mercedes,constructor,24
2023_20,red_bull,constructor,105
2023_20,williams,constructor,2
