race_id,asset_id,asset_type,fantasy_points
2024_16,alexander_albon,driver,6
2024_16,carlos_sainz,driver,19
2024_16,charles_leclerc,driver,46
2024_16,daniel_ricciardo,driver,1
2024_16,esteban_ocon,driver,4
2024_16,fernando_alonso,driver,6
2024_16,franco_colapinto,driver,11
2024_16,george_russell,driver,21
2024_16,guanyu_zhou,driver,4
2024_16,kevin_magnussen,driver,9
2024_16,lance_stroll,driver,4
2024_16,lando_norris,driver,36
2024_16,lewis_hamilton,driver,18
2024_16,max_verstappen,driver,15
2024_16,nico_hulkenberg,driver,-3
2024_16,oscar_piastri,driver,29
2024_16,pierre_gasly,driver,1
2024_16,sergio_perez,driver,15
2024_16,valtteri_bottas,driver,6
2024_16,yuki_tsunoda,driver,-17
2024_16,alpine,constructor,18
2024_16,aston_martin,constructor,11
2024_16,ferrari,constructor,65
2024_16,haas,constructor,11
2024_16,kick_sauber,constructor,9
2024_16,mclaren,constructor,83
2024_16,mercedes,constructor,49
2024_16,racing_bulls,constructor,-15
2024_16,red_bull,constructor,40
2024_16,williams,constructor,22
