race_id,asset_id,asset_type,fantasy_points
2024_19,alexander_albon,driver,11
2024_19,carlos_sainz,driver,42
2024_19,charles_leclerc,driver,55
2024_19,esteban_ocon,driver,10
2024_19,fernando_alonso,driver,-4
2024_19,franco_colapinto,driver,9
2024_19,george_russell,driver,38
2024_19,guanyu_zhou,driver,6
2024_19,kevin_magnussen,driver,9
2024_19,lance_stroll,driver,4
2024_19,lando_norris,driver,30
2024_19,lewis_hamilton,driver,-10
2024_19,liam_lawson,driver,20
2024_19,max_verstappen,driver,38
2024_19,nico_hulkenberg,driver,11
2024_19,oscar_piastri,driver,30
2024_19,pierre_gasly,driver,-1
2024_19,sergio_perez,driver,19
2024_19,valtteri_bottas,driver,1
2024_19,yuki_tsunoda,driver,2
2024_19,alpine,constructor,14
2024_19,aston_martin,constructor,5
2024_19,ferrari,constructor,97
2024_19,haas,constructor,25
2024_19,kick_sauber,constructor,6
2024_19,mclaren,constructor,80
2024_19,mercedes,constructor,33
2024_19,racing_bulls,constructor,28
2024_19,red_bull,constructor,72
2024_19,williams,constructor,19
