race_id,asset_id,asset_type,fantasy_points
2025_14,alexander_albon,driver,12
2025_14,andrea_kimi_antonelli,driver,10
2025_14,carlos_sainz,driver,6
2025_14,charles_leclerc,driver,20
2025_14,esteban_ocon,driver,6
2025_14,fernando_alonso,driver,17
2025_14,franco_colapinto,driver,-4
2025_14,gabriel_bortoleto,driver,24
2025_14,george_russell,driver,37
2025_14,isack_hadjar,driver,4
2025_14,lance_stroll,driver,13
2025_14,lando_norris,driver,36
2025_14,lewis_hamilton,driver,4
2025_14,liam_lawson,driver,10
2025_14,max_verstappen,driver,11
2025_14,nico_hulkenberg,driver,14
2025_14,oliver_bearman,driver,-18
2025_14,oscar_piastri,driver,29
2025_14,pierre_gasly,driver,0
2025_14,yuki_tsunoda,driver,3
2025_14,alpine,constructor,2
2025_14,aston_martin,constructor,45
2025_14,ferrari,constructor,39
2025_14,haas,constructor,-9
2025_14,kick_sauber,constructor,35
2025_14,mclaren,constructor,100
2025_14,mercedes,constructor,54
2025_14,racing_bulls,constructor,29
2025_14,red_bull,constructor,39
2025_14,williams,constructor,24
