race_id,asset_id,asset_type,fantasy_points
2024_02,alexander_albon,driver,6
2024_02,charles_leclerc,driver,37
2024_02,daniel_ricciardo,driver,0
2024_02,esteban_ocon,driver,8
2024_02,fernando_alonso,driver,16
2024_02,george_russell,driver,15
2024_02,guanyu_zhou,driver,-2
2024_02,kevin_magnussen,driver,7
2024_02,lance_stroll,driver,-17
2024_02,lando_norris,driver,8
2024_02,lewis_hamilton,driver,6
2024_02,logan_sargeant,driver,7
2024_02,max_verstappen,driver,36
2024_02,nico_hulkenberg,driver,9
2024_02,oliver_bearman,driver,26
2024_02,oscar_piastri,driver,23
2024_02,pierre_gasly,driver,-20
2024_02,sergio_perez,driver,31
2024_02,valtteri_bottas,driver,-1
2024_02,yuki_tsunoda,driver,-1
2024_02,alpine,constructor,-13
2024_02,aston_martin,constructor,9
2024_02,ferrari,constructor,58
2024_02,haas,constructor,19
2024_02,kick_sauber,constructor,-4
2024_02,mclaren,constructor,41
2024_02,mercedes,constructor,36
2024_02,racing_bulls,constructor,4
2024_02,red_bull,constructor,90
2024_02,williams,constructor,14
