race_id,asset_id,asset_type,fantasy_points
2025_19,alexander_albon,driver,20
2025_19,andrea_kimi_antonelli,driver,22
2025_19,carlos_sainz,driver,-3
2025_19,charles_leclerc,driver,48
2025_19,esteban_ocon,driver,-8
2025_19,fernando_alonso,driver,-16
2025_19,franco_colapinto,driver,7
2025_19,gabriel_bortoleto,driver,17
2025_19,george_russell,driver,24
2025_19,isack_hadjar,driver,3
2025_19,lance_stroll,driver,-3
2025_19,lando_norris,driver,9
2025_19,lewis_hamilton,driver,32
2025_19,liam_lawson,driver,15
2025_19,max_verstappen,driver,48
2025_19,nico_hulkenberg,driver,2
2025_19,oliver_bearman,driver,14
2025_19,oscar_piastri,driver,-2
2025_19,pierre_gasly,driver,3
2025_19,yuki_tsunoda,driver,37
2025_19,alpine,constructor,18
2025_19,aston_martin,constructor,-12
2025_19,ferrari,constructor,85
2025_19,haas,constructor,13
2025_19,kick_sauber,constructor,25
2025_19,mclaren,constructor,22
2025_19,mercedes,constructor,61
2025_19,racing_bulls,constructor,34
2025_19,red_bull,constructor,92
2025_19,williams,constructor,27
