race_id,asset_id,asset_type,fantasy_points
2023_18,alexander_albon,driver,14
2023_18,carlos_sainz,driver,32
2023_18,charles_leclerc,driver,-10
2023_18,daniel_ricciardo,driver,1
2023_18,esteban_ocon,driver,-10
2023_18,fernando_alonso,driver,-9
2023_18,george_russell,driver,25
2023_18,guanyu_zhou,driver,2
2023_18,kevin_magnussen,driver,12
2023_18,lance_stroll,driver,10
2023_18,lando_norris,driver,46
2023_18,lewis_hamilton,driver,-4
2023_18,logan_sargeant,driver,16
2023_18,max_verstappen,driver,53
2023_18,nico_hulkenberg,driver,17
2023_18,oscar_piastri,driver,-20
2023_18,pierre_gasly,driver,22
2023_18,sergio_perez,driver,32
2023_18,valtteri_bottas,driver,10
2023_18,yuki_tsunoda,driver,30
2023_18,alfa_romeo,constructor,15
2023_18,alphatauri,constructor,34
2023_18,alpine,constructor,27
2023_18,aston_martin,constructor,0
2023_18,ferrari,constructor,25
2023_18,haas,constructor,30
2023_18,mclaren,constructor,36
2023_18,mercedes,constructor,21
2023_18,red_bull,constructor,95
2023_18,williams,constructor,29
