race_id,asset_id,asset_type,fantasy_points
2025_08,alexander_albon,driver,4
2025_08,andrea_kimi_antonelli,driver,-2
2025_08,carlos_sainz,driver,2
2025_08,charles_leclerc,driver,37
2025_08,esteban_ocon,driver,10
2025_08,fernando_alonso,driver,-16
2025_08,franco_colapinto,driver,5
2025_08,gabriel_bortoleto,driver,3
2025_08,george_russell,driver,3
2025_08,isack_hadjar,driver,12
2025_08,lance_stroll,driver,5
2025_08,lando_norris,driver,45
2025_08,lewis_hamilton,driver,19
2025_08,liam_lawson,driver,7
2025_08,max_verstappen,driver,18
2025_08,nico_hulkenberg,driver,-2
2025_08,oliver_bearman,driver,8
2025_08,oscar_piastri,driver,23
2025_08,pierre_gasly,driver,-20
2025_08,yuki_tsunoda,driver,-5
2025_08,alpine,constructor,-11
2025_08,aston_martin,constructor,-4
2025_08,ferrari,constructor,71
2025_08,haas,constructor,25
2025_08,kick_sauber,constructor,7
2025_08,mclaren,constructor,83
2025_08,mercedes,constructor,9
2025_08,racing_bulls,constructor,31
2025_08,red_bull,constructor,23
2025_08,williams,constructor,16
