race_id,asset_id,asset_type,price
2025_23,alexander_albon,driver,13.2
2025_23,andrea_kimi_antonelli,driver,17.5
2025_23,carlos_sainz,driver,7.1
2025_23,charles_leclerc,driver,23.3
2025_23,esteban_ocon,driver,7.3
2025_23,fernando_alonso,driver,4.5
2025_23,franco_colapinto,driver,4.5
2025_23,gabriel_bortoleto,driver,6.1
2025_23,george_russell,driver,23.6
2025_23,isack_hadjar,driver,6.3
2025_23,lance_stroll,driver,7.3
2025_23,lando_norris,driver,30.4
2025_23,lewis_hamilton,driver,22.2
2025_23,liam_lawson,driver,5.3
2025_23,max_verstappen,driver,29.8
2025_23,nico_hulkenberg,driver,5.6
2025_23,oliver_bearman,driver,9.5
2025_23,oscar_piastri,driver,25.4
2025_23,pierre_gasly,driver,5.9
2025_23,yuki_tsunoda,driver,11.2
2025_23,alpine,constructor,9.9
2025_23,aston_martin,constructor,10.5
2025_23,ferrari,constructor,31.9
2025_23,haas,constructor,15
2025_23,kick_sauber,constructor,9.3
2025_23,mclaren,constructor,36
2025_23,mercedes,constructor,28.1
2025_23,racing_bulls,constructor,15.6
2025_23,red_bull,constructor,30.8
2025_23,williams,constructor,19.2
