race_id,asset_id,asset_type,price
2025_04,alexander_albon,driver,13
2025_04,andrea_kimi_antonelli,driver,19.6
2025_04,carlos_sainz,driver,11.3
2025_04,charles_leclerc,driver,25
2025_04,esteban_ocon,driver,8.7
2025_04,fernando_alonso,driver,7
2025_04,gabriel_bortoleto,driver,4.5
2025_04,george_russell,driver,21.7
2025_04,isack_hadjar,driver,4.5
2025_04,jack_doohan,driver,5.4
2025_04,lance_stroll,driver,9.9
2025_04,lando_norris,driver,29.9
2025_04,lewis_hamilton,driver,23.3
2025_04,liam_lawson,driver,7.8
2025_04,max_verstappen,driver,28.7
2025_04,nico_hulkenberg,driver,7.8
2025_04,oliver_bearman,driver,7.3
2025_04,oscar_piastri,driver,23.1
2025_04,pierre_gasly,driver,10
2025_04,yuki_tsunoda,driver,16.6
2025_04,alpine,constructor,7.7
2025_04,aston_martin,constructor,7.1
2025_04,ferrari,constructor,27
2025_04,haas,constructor,8.8
2025_04,kick_sauber,constructor,6
2025_04,mclaren,constructor,30.9
2025_04,mercedes,constructor,23.6
2025_04,racing_bulls,constructor,8.6
2025_04,red_bull,constructor,25.7
2025_04,williams,constructor,14.1
