race_id,asset_id,asset_type,price
2024_22,alexander_albon,driver,8.9
2024_22,carlos_sainz,driver,23.8
2024_22,charles_leclerc,driver,25.8
2024_22,esteban_ocon,driver,14.8
2024_22,fernando_alonso,driver,15.1
2024_22,franco_colapinto,driver,7.1
2024_22,george_russell,driver,22.6
2024_22,kevin_magnussen,driver,13.4
2024_22,lance_stroll,driver,14.6
2024_22,lando_norris,driver,27.3
2024_22,lewis_hamilton,driver,24.8
2024_22,liam_lawson,driver,11.1
2024_22,max_verstappen,driver,32
2024_22,nico_hulkenberg,driver,11.5
2024_22,oscar_piastri,driver,25.5
2024_22,pierre_gasly,driver,11
2024_22,sergio_perez,driver,23.6
2024_22,valtteri_bottas,driver,6.7
2024_22,yuki_tsunoda,driver,10.9
2024_22,guanyu_zhou,driver,8.7
2024_22,alpine,constructor,12.4
2024_22,aston_martin,constructor,14.6
2024_22,ferrari,constructor,25.1
2024_22,haas,constructor,11.8
2024_22,kick_sauber,constructor,7.1
2024_22,mclaren,constructor,26.8
2024_22,mercedes,constructor,24.7
2024_22,racing_bulls,constructor,13.1
2024_22,red_bull,constructor,29.6
2024_22,williams,constructor,6.5
