race_id,asset_id,asset_type,price
2023_21,alexander_albon,driver,11.3
2023_21,carlos_sainz,driver,19.8
2023_21,charles_leclerc,driver,23.4
2023_21,daniel_ricciardo,driver,5.5
2023_21,esteban_ocon,driver,12
2023_21,fernando_alonso,driver,14.7
2023_21,george_russell,driver,20.3
2023_21,kevin_magnussen,driver,9.7
2023_21,lance_stroll,driver,12
2023_21,lando_norris,driver,19
2023_21,lewis_hamilton,driver,25.2
2023_21,logan_sargeant,driver,5.3
2023_21,max_verstappen,driver,29.7
2023_21,nico_hulkenberg,driver,6.2
2023_21,oscar_piastri,driver,14.4
2023_21,pierre_gasly,driver,13.5
2023_21,sergio_perez,driver,20.2
2023_21,valtteri_bottas,driver,9.7
2023_21,yuki_tsunoda,driver,7.9
2023_21,guanyu_zhou,driver,7.2
2023_21,alfa_romeo,constructor,6.7
2023_21,alphatauri,constructor,7.7
2023_21,alpine,constructor,13.2
2023_21,aston_martin,constructor,11.9
2023_21,ferrari,constructor,24.6
2023_21,haas,constructor,7.3
2023_21,mclaren,constructor,16.7
2023_21,mercedes,constructor,26
2023_21,red_bull,constructor,29.4
2023_21,williams,constructor,7.8
