race_id,asset_id,asset_type,price
2025_20,alexander_albon,driver,13
2025_20,andrea_kimi_antonelli,driver,15.7
2025_20,carlos_sainz,driver,6.9
2025_20,charles_leclerc,driver,23
2025_20,esteban_ocon,driver,7.1
2025_20,fernando_alonso,driver,6.1
2025_20,franco_colapinto,driver,4.5
2025_20,gabriel_bortoleto,driver,6.7
2025_20,george_russell,driver,23.3
2025_20,isack_hadjar,driver,6.5
2025_20,lance_stroll,driver,8.7
2025_20,lando_norris,driver,30.5
2025_20,lewis_hamilton,driver,22.7
2025_20,liam_lawson,driver,7.1
2025_20,max_verstappen,driver,29.1
2025_20,nico_hulkenberg,driver,7.4
2025_20,oliver_bearman,driver,7.7
2025_20,oscar_piastri,driver,26.3
2025_20,pierre_gasly,driver,4.5
2025_20,yuki_tsunoda,driver,10.2
2025_20,alpine,constructor,8.5
2025_20,aston_martin,constructor,11.9
2025_20,ferrari,constructor,31.2
2025_20,haas,constructor,13.2
2025_20,kick_sauber,constructor,10.7
2025_20,mclaren,constructor,35.3
2025_20,mercedes,constructor,27.2
2025_20,racing_bulls,constructor,14.2
2025_20,red_bull,constructor,29.9
2025_20,williams,constructor,18.5
