race_id,asset_id,asset_type,price
2024_04,alexander_albon,driver,7.2
2024_04,carlos_sainz,driver,19.8
2024_04,charles_leclerc,driver,21.4
2024_04,daniel_ricciardo,driver,9.2
2024_04,esteban_ocon,driver,8.6
2024_04,fernando_alonso,driver,16.3
2024_04,george_russell,driver,18.7
2024_04,kevin_magnussen,driver,7.7
2024_04,lance_stroll,driver,12
2024_04,lando_norris,driver,23.5
2024_04,lewis_hamilton,driver,19
2024_04,logan_sargeant,driver,5.9
2024_04,max_verstappen,driver,29.7
2024_04,nico_hulkenberg,driver,7.2
2024_04,oscar_piastri,driver,19.7
2024_04,pierre_gasly,driver,7.4
2024_04,sergio_perez,driver,22.4
2024_04,valtteri_bottas,driver,5.9
2024_04,yuki_tsunoda,driver,8.1
2024_04,guanyu_zhou,driver,6.8
2024_04,alpine,constructor,8
2024_04,aston_martin,constructor,14.5
2024_04,ferrari,constructor,20.9
2024_04,haas,constructor,7.2
2024_04,kick_sauber,constructor,6.2
2024_04,mclaren,constructor,23.9
2024_04,mercedes,constructor,19.8
2024_04,racing_bulls,constructor,8.8
2024_04,red_bull,constructor,28.2
2024_04,williams,constructor,6.6
