race_id,asset_id,asset_type,price
2025_19,alexander_albon,driver,12.8
2025_19,andrea_kimi_antonelli,driver,15.1
2025_19,carlos_sainz,driver,6.3
2025_19,charles_leclerc,driver,22.9
2025_19,esteban_ocon,driver,7.7
2025_19,fernando_alonso,driver,6.7
2025_19,franco_colapinto,driver,4.5
2025_19,gabriel_bortoleto,driver,6.1
2025_19,george_russell,driver,23
2025_19,isack_hadjar,driver,7.1
2025_19,lance_stroll,driver,9.3
2025_19,lando_norris,driver,30.8
2025_19,lewis_hamilton,driver,22.8
2025_19,liam_lawson,driver,6.5
2025_19,max_verstappen,driver,28.8
2025_19,nico_hulkenberg,driver,8
2025_19,oliver_bearman,driver,7.1
2025_19,oscar_piastri,driver,26.6
2025_19,pierre_gasly,driver,4.5
2025_19,yuki_tsunoda,driver,9.6
2025_19,alpine,constructor,7.9
2025_19,aston_martin,constructor,12.1
2025_19,ferrari,constructor,30.9
2025_19,haas,constructor,13
2025_19,kick_sauber,constructor,10.1
2025_19,mclaren,constructor,35.4
2025_19,mercedes,constructor,26.9
2025_19,racing_bulls,constructor,13.6
2025_19,red_bull,constructor,29.6
2025_19,williams,constructor,17.9
