race_id,asset_id,asset_type,price
2025_15,alexander_albon,driver,11.2
2025_15,andrea_kimi_antonelli,driver,15.9
2025_15,carlos_sainz,driver,5.9
2025_15,charles_leclerc,driver,23.9
2025_15,esteban_ocon,driver,8.5
2025_15,fernando_alonso,driver,7.5
2025_15,franco_colapinto,driver,4.5
2025_15,gabriel_bortoleto,driver,4.5
2025_15,george_russell,driver,22.4
2025_15,isack_hadjar,driver,5.1
2025_15,lance_stroll,driver,9.7
2025_15,lando_norris,driver,31.4
2025_15,lewis_hamilton,driver,23.8
2025_15,liam_lawson,driver,4.5
2025_15,max_verstappen,driver,28.2
2025_15,nico_hulkenberg,driver,9.6
2025_15,oliver_bearman,driver,7.5
2025_15,oscar_piastri,driver,26.4
2025_15,pierre_gasly,driver,5.4
2025_15,yuki_tsunoda,driver,11.2
2025_15,alpine,constructor,8.3
2025_15,aston_martin,constructor,11.3
2025_15,ferrari,constructor,30.3
2025_15,haas,constructor,11.8
2025_15,kick_sauber,constructor,9.3
2025_15,mclaren,constructor,34.2
2025_15,mercedes,constructor,25.7
2025_15,racing_bulls,constructor,11.2
2025_15,red_bull,constructor,28.4
2025_15,williams,constructor,15.5
