race_id,asset_id,asset_type,price
2025_21,alexander_albon,driver,13.2
2025_21,andrea_kimi_antonelli,driver,16.3
2025_21,carlos_sainz,driver,6.3
2025_21,charles_leclerc,driver,23.3
2025_21,esteban_ocon,driver,6.5
2025_21,fernando_alonso,driver,5.5
2025_21,franco_colapinto,driver,4.7
2025_21,gabriel_bortoleto,driver,7.3
2025_21,george_russell,driver,23.4
2025_21,isack_hadjar,driver,5.9
2025_21,lance_stroll,driver,8.5
2025_21,lando_norris,driver,30.4
2025_21,lewis_hamilton,driver,22.8
2025_21,liam_lawson,driver,6.5
2025_21,max_verstappen,driver,29.2
2025_21,nico_hulkenberg,driver,6.8
2025_21,oliver_bearman,driver,8.3
2025_21,oscar_piastri,driver,26
2025_21,pierre_gasly,driver,4.7
2025_21,yuki_tsunoda,driver,10.8
2025_21,alpine,constructor,9.1
2025_21,aston_martin,constructor,11.7
2025_21,ferrari,constructor,31.5
2025_21,haas,constructor,13.8
2025_21,kick_sauber,constructor,10.5
2025_21,mclaren,constructor,35.6
2025_21,mercedes,constructor,27.5
2025_21,racing_bulls,constructor,14.4
2025_21,red_bull,constructor,30.2
2025_21,williams,constructor,18.6
