race_id,asset_id,asset_type,price
2025_01,alexander_albon,driver,12
2025_01,andrea_kimi_antonelli,driver,18.4
2025_01,carlos_sainz,driver,13.1
2025_01,charles_leclerc,driver,25.9
2025_01,esteban_ocon,driver,7.3
2025_01,fernando_alonso,driver,8.8
2025_01,gabriel_bortoleto,driver,6
2025_01,george_russell,driver,21
2025_01,isack_hadjar,driver,6.2
2025_01,jack_doohan,driver,7.2
2025_01,lance_stroll,driver,8.1
2025_01,lando_norris,driver,29
2025_01,lewis_hamilton,driver,24.2
2025_01,liam_lawson,driver,18
2025_01,max_verstappen,driver,28.4
2025_01,nico_hulkenberg,driver,6.4
2025_01,oliver_bearman,driver,6.7
2025_01,oscar_piastri,driver,23
2025_01,pierre_gasly,driver,11.8
2025_01,yuki_tsunoda,driver,9.6
2025_01,alpine,constructor,9.5
2025_01,aston_martin,constructor,8.5
2025_01,ferrari,constructor,27.1
2025_01,haas,constructor,7
2025_01,kick_sauber,constructor,6.2
2025_01,mclaren,constructor,30
2025_01,mercedes,constructor,22.7
2025_01,racing_bulls,constructor,8
2025_01,red_bull,constructor,25.2
2025_01,williams,constructor,13.1
