race_id,asset_id,asset_type,price
2024_05,alexander_albon,driver,7
2024_05,carlos_sainz,driver,20.1
2024_05,charles_leclerc,driver,21.7
2024_05,daniel_ricciardo,driver,9
2024_05,esteban_ocon,driver,8.5
2024_05,fernando_alonso,driver,16.4
2024_05,george_russell,driver,18.8
2024_05,kevin_magnussen,driver,8.2
2024_05,lance_stroll,driver,12.5
2024_05,lando_norris,driver,23.8
2024_05,lewis_hamilton,driver,18.7
2024_05,logan_sargeant,driver,6.4
2024_05,max_verstappen,driver,29.9
2024_05,nico_hulkenberg,driver,7.7
2024_05,oscar_piastri,driver,19.8
2024_05,pierre_gasly,driver,7.3
2024_05,sergio_perez,driver,22.7
2024_05,valtteri_bottas,driver,6.4
2024_05,yuki_tsunoda,driver,8.6
2024_05,guanyu_zhou,driver,6.6
2024_05,alpine,constructor,7.9
2024_05,aston_martin,constructor,15
2024_05,ferrari,constructor,21.2
2024_05,haas,constructor,7.7
2024_05,kick_sauber,constructor,6
2024_05,mclaren,constructor,24
2024_05,mercedes,constructor,19.9
2024_05,racing_bulls,constructor,8.6
2024_05,red_bull,constructor,28.4
2024_05,williams,constructor,6.4
