race_id,asset_id,asset_type,price
2026_01,alexander_albon,driver,11.6
2026_01,andrea_kimi_antonelli,driver,23.2
2026_01,arvid_lindblad,driver,6.2
2026_01,carlos_sainz,driver,11.8
2026_01,charles_leclerc,driver,22.8
2026_01,esteban_ocon,driver,7.3
2026_01,fernando_alonso,driver,10
2026_01,franco_colapinto,driver,6.2
2026_01,gabriel_bortoleto,driver,6.4
2026_01,george_russell,driver,27.4
2026_01,isack_hadjar,driver,15.1
2026_01,lance_stroll,driver,8
2026_01,lando_norris,driver,27.2
2026_01,lewis_hamilton,driver,22.5
2026_01,liam_lawson,driver,6.5
2026_01,max_verstappen,driver,27.7
2026_01,nico_hulkenberg,driver,6.8
2026_01,oliver_bearman,driver,7.4
2026_01,oscar_piastri,driver,25.5
2026_01,pierre_gasly,driver,12
2026_01,sergio_perez,driver,6
2026_01,valtteri_bottas,driver,5.9
2026_01,alpine,constructor,12.5
2026_01,aston_martin,constructor,10.3
2026_01,audi,constructor,6.6
2026_01,cadillac,constructor,6
2026_01,ferrari,constructor,23.3
2026_01,haas,constructor,7.4
2026_01,mclaren,constructor,28.9
2026_01,mercedes,constructor,29.3
2026_01,racing_bulls,constructor,6.3
2026_01,red_bull,constructor,28.2
2026_01,williams,constructor,12
