race_id,asset_id,asset_type,price
2024_21,alexander_albon,driver,9.1
2024_21,carlos_sainz,driver,24.3
2024_21,charles_leclerc,driver,25.7
2024_21,esteban_ocon,driver,13.3
2024_21,fernando_alonso,driver,15.4
2024_21,franco_colapinto,driver,7.3
2024_21,george_russell,driver,22.3
2024_21,lance_stroll,driver,14.8
2024_21,lando_norris,driver,27.2
2024_21,lewis_hamilton,driver,24.7
2024_21,liam_lawson,driver,10.6
2024_21,max_verstappen,driver,31.8
2024_21,nico_hulkenberg,driver,11.7
2024_21,oliver_bearman,driver,14
2024_21,oscar_piastri,driver,25.5
2024_21,pierre_gasly,driver,10
2024_21,sergio_perez,driver,23.3
2024_21,valtteri_bottas,driver,6.9
2024_21,yuki_tsunoda,driver,9.9
2024_21,guanyu_zhou,driver,8.2
2024_21,alpine,constructor,11.4
2024_21,aston_martin,constructor,14.8
2024_21,ferrari,constructor,25.1
2024_21,haas,constructor,12
2024_21,kick_sauber,constructor,6.6
2024_21,mclaren,constructor,26.7
2024_21,mercedes,constructor,24.4
2024_21,racing_bulls,constructor,12.6
2024_21,red_bull,constructor,29.4
2024_21,williams,constructor,6.7
