race_id,asset_id,asset_type,price
2023_01,alexander_albon,driver,5.5
2023_01,carlos_sainz,driver,17.2
2023_01,charles_leclerc,driver,21.2
2023_01,esteban_ocon,driver,9.4
2023_01,fernando_alonso,driver,8.3
2023_01,george_russell,driver,18.6
2023_01,kevin_magnussen,driver,6.7
2023_01,lance_stroll,driver,7.5
2023_01,lando_norris,driver,11.2
2023_01,lewis_hamilton,driver,23.7
2023_01,logan_sargeant,driver,4
2023_01,max_verstappen,driver,26.9
2023_01,nico_hulkenberg,driver,4.3
2023_01,nyck_de_vries,driver,5
2023_01,oscar_piastri,driver,7
2023_01,pierre_gasly,driver,8.1
2023_01,sergio_perez,driver,18
2023_01,valtteri_bottas,driver,7.8
2023_01,yuki_tsunoda,driver,4.8
2023_01,guanyu_zhou,driver,4.9
2023_01,alfa_romeo,constructor,6.2
2023_01,alphatauri,constructor,6.4
2023_01,alpine,constructor,10.1
2023_01,aston_martin,constructor,6.7
2023_01,ferrari,constructor,22.1
2023_01,haas,constructor,5.3
2023_01,mclaren,constructor,9.1
2023_01,mercedes,constructor,25.1
2023_01,red_bull,constructor,27.2
2023_01,williams,constructor,5.1
