race_id,asset_id,asset_type,price
2025_10,alexander_albon,driver,13
2025_10,andrea_kimi_antonelli,driver,18.6
2025_10,carlos_sainz,driver,8.5
2025_10,charles_leclerc,driver,24.2
2025_10,esteban_ocon,driver,7.5
2025_10,fernando_alonso,driver,4.5
2025_10,franco_colapinto,driver,4.5
2025_10,gabriel_bortoleto,driver,4.5
2025_10,george_russell,driver,21.9
2025_10,isack_hadjar,driver,6.1
2025_10,lance_stroll,driver,9.1
2025_10,lando_norris,driver,31.1
2025_10,lewis_hamilton,driver,23.7
2025_10,liam_lawson,driver,5.4
2025_10,max_verstappen,driver,29.3
2025_10,nico_hulkenberg,driver,6.6
2025_10,oliver_bearman,driver,6.9
2025_10,oscar_piastri,driver,24.9
2025_10,pierre_gasly,driver,6.4
2025_10,yuki_tsunoda,driver,13.8
2025_10,alpine,constructor,7.7
2025_10,aston_martin,constructor,8.7
2025_10,ferrari,constructor,28.8
2025_10,haas,constructor,9.6
2025_10,kick_sauber,constructor,6.3
2025_10,mclaren,constructor,32.7
2025_10,mercedes,constructor,24.4
2025_10,racing_bulls,constructor,11.8
2025_10,red_bull,constructor,27.5
2025_10,williams,constructor,17.3
