race_id,asset_id,asset_type,price
2026_05,alexander_albon,driver,9.6
2026_05,fernando_alonso,driver,8
2026_05,andrea_kimi_antonelli,driver,24.4
2026_05,oliver_bearman,driver,9.4
2026_05,gabriel_bortoleto,driver,5.2
2026_05,valtteri_bottas,driver,3.9
2026_05,franco_colapinto,driver,8.2
2026_05,pierre_gasly,driver,12.8
2026_05,isack_hadjar,driver,12.7
2026_05,lewis_hamilton,driver,23.5
2026_05,nico_hulkenberg,driver,4.4
2026_05,liam_lawson,driver,8.1
2026_05,charles_leclerc,driver,24
2026_05,arvid_lindblad,driver,7
2026_05,lando_norris,driver,26.4
2026_05,esteban_ocon,driver,9.7
2026_05,sergio_perez,driver,7.6
2026_05,oscar_piastri,driver,24.7
2026_05,george_russell,driver,28.6
2026_05,carlos_sainz,driver,13
2026_05,lance_stroll,driver,5.6
2026_05,max_verstappen,driver,28.3
2026_05,alpine,constructor,14.9
2026_05,aston_martin,constructor,7.9
2026_05,audi,constructor,5
2026_05,cadillac,constructor,5.6
2026_05,ferrari,constructor,24.5
2026_05,haas,constructor,9.8
2026_05,mclaren,constructor,28.9
2026_05,mercedes,constructor,30.5
2026_05,racing_bulls,constructor,8.7
2026_05,red_bull,constructor,29.2
2026_05,williams,constructor,14.4
