race_id,asset_id,asset_type,price
2026_02,alexander_albon,driver,11.4
2026_02,andrea_kimi_antonelli,driver,23.5
2026_02,arvid_lindblad,driver,6.8
2026_02,carlos_sainz,driver,11.6
2026_02,charles_leclerc,driver,23.1
2026_02,esteban_ocon,driver,7.9
2026_02,fernando_alonso,driver,9.4
2026_02,franco_colapinto,driver,6.4
2026_02,gabriel_bortoleto,driver,7
2026_02,george_russell,driver,27.7
2026_02,isack_hadjar,driver,14.5
2026_02,lance_stroll,driver,7.4
2026_02,lando_norris,driver,27.1
2026_02,lewis_hamilton,driver,22.6
2026_02,liam_lawson,driver,6.3
2026_02,max_verstappen,driver,28
2026_02,nico_hulkenberg,driver,6.2
2026_02,oliver_bearman,driver,8
2026_02,oscar_piastri,driver,25.2
2026_02,pierre_gasly,driver,12.2
2026_02,sergio_perez,driver,5.8
2026_02,valtteri_bottas,driver,5.3
2026_02,alpine,constructor,13.1
2026_02,aston_martin,constructor,9.7
2026_02,audi,constructor,6
2026_02,cadillac,constructor,5.4
2026_02,ferrari,constructor,23.6
2026_02,haas,constructor,8
2026_02,mclaren,constructor,28.8
2026_02,mercedes,constructor,29.6
2026_02,racing_bulls,constructor,6.9
2026_02,red_bull,constructor,28.5
2026_02,williams,constructor,12.6
