race_id,asset_id,asset_type,price
2025_16,alexander_albon,driver,11.8
2025_16,andrea_kimi_antonelli,driver,15.7
2025_16,carlos_sainz,driver,5.7
2025_16,charles_leclerc,driver,23.6
2025_16,esteban_ocon,driver,8.7
2025_16,fernando_alonso,driver,8.1
2025_16,franco_colapinto,driver,4.5
2025_16,gabriel_bortoleto,driver,5.1
2025_16,george_russell,driver,22.5
2025_16,isack_hadjar,driver,5.7
2025_16,lance_stroll,driver,10.3
2025_16,lando_norris,driver,31.3
2025_16,lewis_hamilton,driver,23.5
2025_16,liam_lawson,driver,5.1
2025_16,max_verstappen,driver,28.1
2025_16,nico_hulkenberg,driver,9.8
2025_16,oliver_bearman,driver,7.3
2025_16,oscar_piastri,driver,26.7
2025_16,pierre_gasly,driver,4.8
2025_16,yuki_tsunoda,driver,10.6
2025_16,alpine,constructor,7.7
2025_16,aston_martin,constructor,11.9
2025_16,ferrari,constructor,30.4
2025_16,haas,constructor,12.4
2025_16,kick_sauber,constructor,9.9
2025_16,mclaren,constructor,34.5
2025_16,mercedes,constructor,26
2025_16,racing_bulls,constructor,11.8
2025_16,red_bull,constructor,28.7
2025_16,williams,constructor,16.1
