race_id,asset_id,asset_type,price
2024_15,alexander_albon,driver,8.8
2024_15,carlos_sainz,driver,22.6
2024_15,charles_leclerc,driver,23.6
2024_15,daniel_ricciardo,driver,11.3
2024_15,esteban_ocon,driver,11.5
2024_15,fernando_alonso,driver,16.4
2024_15,george_russell,driver,20.7
2024_15,kevin_magnussen,driver,11.8
2024_15,lance_stroll,driver,15.3
2024_15,lando_norris,driver,26.3
2024_15,lewis_hamilton,driver,24.1
2024_15,logan_sargeant,driver,5
2024_15,max_verstappen,driver,31.3
2024_15,nico_hulkenberg,driver,9.4
2024_15,oscar_piastri,driver,23.6
2024_15,pierre_gasly,driver,9.6
2024_15,sergio_perez,driver,23.3
2024_15,valtteri_bottas,driver,7.5
2024_15,yuki_tsunoda,driver,10.9
2024_15,guanyu_zhou,driver,7.1
2024_15,alpine,constructor,10.2
2024_15,aston_martin,constructor,15.6
2024_15,ferrari,constructor,23.7
2024_15,haas,constructor,10.2
2024_15,kick_sauber,constructor,6.7
2024_15,mclaren,constructor,26
2024_15,mercedes,constructor,23
2024_15,racing_bulls,constructor,11.7
2024_15,red_bull,constructor,29.1
2024_15,williams,constructor,6.4
