race_id,asset_id,asset_type,price
2024_23,alexander_albon,driver,8.7
2024_23,carlos_sainz,driver,24.1
2024_23,charles_leclerc,driver,25.9
2024_23,esteban_ocon,driver,14.6
2024_23,fernando_alonso,driver,15.2
2024_23,franco_colapinto,driver,7.6
2024_23,george_russell,driver,22.9
2024_23,kevin_magnussen,driver,13.3
2024_23,lance_stroll,driver,14.5
2024_23,lando_norris,driver,27.4
2024_23,lewis_hamilton,driver,25.8
2024_23,liam_lawson,driver,11
2024_23,max_verstappen,driver,32.1
2024_23,nico_hulkenberg,driver,12
2024_23,oscar_piastri,driver,25.6
2024_23,pierre_gasly,driver,10.8
2024_23,sergio_perez,driver,23.7
2024_23,valtteri_bottas,driver,6.6
2024_23,yuki_tsunoda,driver,11.4
2024_23,guanyu_zhou,driver,8.6
2024_23,alpine,constructor,12.2
2024_23,aston_martin,constructor,14.5
2024_23,ferrari,constructor,25.2
2024_23,haas,constructor,12.3
2024_23,kick_sauber,constructor,7
2024_23,mclaren,constructor,26.9
2024_23,mercedes,constructor,25
2024_23,racing_bulls,constructor,13
2024_23,red_bull,constructor,29.7
2024_23,williams,constructor,6.3
